eid,code,phase,noise,wet
159,ORD,P,0.000,0.000
159,GRMI,P,0.000,0.000
159,GRMI,S,0.000,0.000
159,SRB,P,0.000,0.000
159,SRB,S,0.000,0.000
159,MRD,P,0.000,0.000
159,SHB,P,0.000,0.000
159,AZR,S,0.000,0.000
159,LRK,S,0.000,0.000
159,NAX,P,0.000,0.000
159,SBZ,P,0.000,0.000
159,SBZ,S,0.000,0.000
159,GLBA,S,0.000,0.000
159,LKRN,P,0.000,0.000
159,BRDA,P,0.000,0.000
159,BRDA,S,0.000,0.000
159,SAAT,P,0.000,0.000
159,SAAT,S,0.000,0.000
159,ZRD,P,0.000,0.000
159,MAKU,P,0.000,0.000
159,GANJ,P,0.000,0.000
159,GANJ,S,0.000,0.000
159,ZNJK,P,0.000,0.000
159,GNI,S,0.000,0.000
159,VANB,P,0.000,0.000
160,TVRZ,P,0.000,0.000
160,TAHR,P,0.000,0.000
160,HRS,P,0.000,0.000
160,FTB,P,0.000,0.000
160,FTB,S,0.000,0.000
160,TABZ,P,0.000,0.000
160,TABZ,S,0.000,0.000
160,TBZ,P,0.000,0.000
160,BST,P,0.000,0.000
160,BST,S,0.000,0.000
160,MRD,P,0.000,0.000
160,SRB,P,0.000,0.000
160,SHB,P,0.000,0.000
160,SHB,S,0.000,0.000
160,GRMI,S,0.000,0.000
160,AZR,S,0.000,0.000
160,HSH,P,0.000,0.000
160,LRK,S,0.000,0.000
160,SBZ,S,0.000,0.000
160,GLBA,P,0.000,0.000
160,ASTR,P,0.000,0.000
160,ASTR,S,0.000,0.000
160,LKRN,P,0.000,0.000
160,LKRN,S,0.000,0.000
160,BRDA,S,0.000,0.000
160,MAKU,P,0.000,0.000
160,SAAT,P,0.000,0.000
160,GANJ,P,0.000,0.000
160,GANJ,S,0.000,0.000
160,ZNJK,P,0.000,0.000
160,ZNJK,S,0.000,0.000
160,VANB,P,0.000,0.000
160,VANB,S,0.000,0.000
161,TVRZ,P,0.000,0.000
161,TAHR,S,0.000,0.000
161,HRS,P,0.000,0.000
161,TBZ,P,0.000,0.000
161,TBZ,S,0.000,0.000
161,TABZ,P,0.000,0.000
161,TABZ,S,0.000,0.000
161,ORD,P,0.000,0.000
161,BST,P,0.000,0.000
161,BST,S,0.000,0.000
161,MRD,P,0.000,0.000
161,SHB,P,0.000,0.000
161,SHB,S,0.000,0.000
161,AZR,P,0.000,0.000
161,AZR,S,0.000,0.000
161,SRB,P,0.000,0.000
161,NAX,P,0.000,0.000
161,NAX,S,0.000,0.000
161,HSH,P,0.000,0.000
161,HSH,S,0.000,0.000
161,SBZ,P,0.000,0.000
161,LRK,P,0.000,0.000
161,LRK,S,0.000,0.000
161,GLBA,S,0.000,0.000
161,ASTR,P,0.000,0.000
161,ASTR,S,0.000,0.000
161,MAKU,P,0.000,0.000
161,MAKU,S,0.000,0.000
161,ZRD,P,0.000,0.000
161,ZRD,S,0.000,0.000
161,GANJ,P,0.000,0.000
161,GNI,P,0.000,0.000
161,ZNJK,S,0.000,0.000
162,TVRZ,P,0.000,0.000
162,HRS,P,0.000,0.000
162,TAHR,P,0.000,0.000
162,TAHR,S,0.000,0.000
162,TBZ,P,0.000,0.000
162,BST,P,0.000,0.000
162,ORD,P,0.000,0.000
162,ORD,S,0.000,0.000
162,MRD,P,0.000,0.000
162,MRD,S,0.000,0.000
162,SHB,P,0.000,0.000
162,SHB,S,0.000,0.000
162,AZR,P,0.000,0.000
162,AZR,S,0.000,0.000
162,SRB,P,0.000,0.000
162,HSH,P,0.000,0.000
162,NAX,S,0.000,0.000
162,LRK,P,0.000,0.000
162,LRK,S,0.000,0.000
162,SBZ,P,0.000,0.000
162,GLBA,P,0.000,0.000
162,GLBA,S,0.000,0.000
162,LKRN,S,0.000,0.000
162,MAKU,P,0.000,0.000
162,MAKU,S,0.000,0.000
162,BRDA,P,0.000,0.000
162,BRDA,S,0.000,0.000
162,SAAT,P,0.000,0.000
162,ZRD,P,0.000,0.000
162,ZRD,S,0.000,0.000
162,GNI,S,0.000,0.000
162,ZNJK,P,0.000,0.000
162,ZNJK,S,0.000,0.000
163,HRS,P,0.000,0.000
163,HRS,S,0.000,0.000
163,TAHR,P,0.000,0.000
163,FTB,P,0.000,0.000
163,FTB,S,0.000,0.000
163,TABZ,S,0.000,0.000
163,TBZ,P,0.000,0.000
163,BST,P,0.000,0.000
163,ORD,P,0.000,0.000
163,ORD,S,0.000,0.000
163,MRD,P,0.000,0.000
163,SRB,P,0.000,0.000
163,SRB,S,0.000,0.000
163,AZR,P,0.000,0.000
163,AZR,S,0.000,0.000
163,GRMI,S,0.000,0.000
163,HSH,S,0.000,0.000
163,NAX,P,0.000,0.000
163,NAX,S,0.000,0.000
163,SBZ,P,0.000,0.000
163,SBZ,S,0.000,0.000
163,GLBA,S,0.000,0.000
163,ASTR,P,0.000,0.000
163,LKRN,P,0.000,0.000
163,LKRN,S,0.000,0.000
163,MAKU,P,0.000,0.000
163,MAKU,S,0.000,0.000
163,BRDA,P,0.000,0.000
163,BRDA,S,0.000,0.000
163,SAAT,P,0.000,0.000
163,ZRD,P,0.000,0.000
163,GANJ,P,0.000,0.000
163,GNI,P,0.000,0.000
164,HRS,P,0.000,0.000
164,HRS,S,0.000,0.000
164,FTB,P,0.000,0.000
164,TBZ,P,0.000,0.000
164,TBZ,S,0.000,0.000
164,BST,P,0.000,0.000
164,ORD,P,0.000,0.000
164,MRD,P,0.000,0.000
164,SRB,P,0.000,0.000
164,SRB,S,0.000,0.000
164,SHB,P,0.000,0.000
164,AZR,S,0.000,0.000
164,GRMI,P,0.000,0.000
164,GRMI,S,0.000,0.000
164,HSH,P,0.000,0.000
164,HSH,S,0.000,0.000
164,LRK,P,0.000,0.000
164,NAX,S,0.000,0.000
164,SBZ,S,0.000,0.000
164,ASTR,P,0.000,0.000
164,ASTR,S,0.000,0.000
164,LKRN,P,0.000,0.000
164,BRDA,P,0.000,0.000
164,BRDA,S,0.000,0.000
164,MAKU,P,0.000,0.000
164,MAKU,S,0.000,0.000
164,SAAT,P,0.000,0.000
164,GANJ,P,0.000,0.000
164,GANJ,S,0.000,0.000
164,ZNJK,P,0.000,0.000
164,ZNJK,S,0.000,0.000
164,GNI,S,0.000,0.000
164,VANB,P,0.000,0.000
165,HRS,P,0.000,0.000
165,HRS,S,0.000,0.000
165,TAHR,S,0.000,0.000
165,FTB,S,0.000,0.000
165,TABZ,P,0.000,0.000
165,TABZ,S,0.000,0.000
165,TBZ,P,0.000,0.000
165,BST,P,0.000,0.000
165,ORD,S,0.000,0.000
165,MRD,P,0.000,0.000
165,SHB,P,0.000,0.000
165,SHB,S,0.000,0.000
165,AZR,P,0.000,0.000
165,SRB,P,0.000,0.000
165,GRMI,P,0.000,0.000
165,HSH,P,0.000,0.000
165,NAX,S,0.000,0.000
165,LRK,S,0.000,0.000
165,SBZ,P,0.000,0.000
165,SBZ,S,0.000,0.000
165,ASTR,P,0.000,0.000
165,LKRN,P,0.000,0.000
165,MAKU,S,0.000,0.000
165,BRDA,P,0.000,0.000
165,BRDA,S,0.000,0.000
165,SAAT,P,0.000,0.000
165,ZRD,P,0.000,0.000
165,ZRD,S,0.000,0.000
165,GANJ,P,0.000,0.000
165,GANJ,S,0.000,0.000
165,ZNJK,P,0.000,0.000
165,ZNJK,S,0.000,0.000
165,GNI,P,0.000,0.000
166,TVRZ,P,0.000,0.000
166,HRS,P,0.000,0.000
166,HRS,S,0.000,0.000
166,TAHR,P,0.000,0.000
166,FTB,P,0.000,0.000
166,TABZ,P,0.000,0.000
166,TABZ,S,0.000,0.000
166,TBZ,P,0.000,0.000
166,BST,P,0.000,0.000
166,BST,S,0.000,0.000
166,ORD,P,0.000,0.000
166,ORD,S,0.000,0.000
166,SHB,P,0.000,0.000
166,SHB,S,0.000,0.000
166,HSH,S,0.000,0.000
166,NAX,P,0.000,0.000
166,LRK,P,0.000,0.000
166,LRK,S,0.000,0.000
166,SBZ,P,0.000,0.000
166,GLBA,P,0.000,0.000
166,GLBA,S,0.000,0.000
166,ASTR,P,0.000,0.000
166,ASTR,S,0.000,0.000
166,LKRN,P,0.000,0.000
166,SAAT,S,0.000,0.000
166,ZRD,P,0.000,0.000
166,GANJ,P,0.000,0.000
166,GANJ,S,0.000,0.000
166,GNI,P,0.000,0.000
166,GNI,S,0.000,0.000
166,ZNJK,S,0.000,0.000
166,VANB,P,0.000,0.000
166,VANB,S,0.000,0.000
167,TVRZ,P,0.000,0.000
167,TVRZ,S,0.000,0.000
167,TAHR,P,0.000,0.000
167,TAHR,S,0.000,0.000
167,HRS,P,0.000,0.000
167,HRS,S,0.000,0.000
167,TBZ,P,0.000,0.000
167,TBZ,S,0.000,0.000
167,TABZ,P,0.000,0.000
167,FTB,P,0.000,0.000
167,ORD,P,0.000,0.000
167,BST,S,0.000,0.000
167,MRD,P,0.000,0.000
167,SHB,P,0.000,0.000
167,SHB,S,0.000,0.000
167,AZR,P,0.000,0.000
167,AZR,S,0.000,0.000
167,SRB,P,0.000,0.000
167,GRMI,S,0.000,0.000
167,NAX,P,0.000,0.000
167,SBZ,S,0.000,0.000
167,LRK,S,0.000,0.000
167,GLBA,P,0.000,0.000
167,GLBA,S,0.000,0.000
167,ASTR,S,0.000,0.000
167,LKRN,P,0.000,0.000
167,MAKU,P,0.000,0.000
167,SAAT,P,0.000,0.000
167,ZRD,P,0.000,0.000
167,GANJ,P,0.000,0.000
167,GNI,S,0.000,0.000
167,VANB,P,0.000,0.000
167,VANB,S,0.000,0.000
168,TVRZ,P,0.000,0.000
168,TVRZ,S,0.000,0.000
168,HRS,P,0.000,0.000
168,HRS,S,0.000,0.000
168,TAHR,S,0.000,0.000
168,FTB,P,0.000,0.000
168,TBZ,P,0.000,0.000
168,TBZ,S,0.000,0.000
168,BST,P,0.000,0.000
168,BST,S,0.000,0.000
168,ORD,P,0.000,0.000
168,MRD,P,0.000,0.000
168,SHB,P,0.000,0.000
168,SHB,S,0.000,0.000
168,AZR,P,0.000,0.000
168,SRB,S,0.000,0.000
168,GRMI,S,0.000,0.000
168,HSH,P,0.000,0.000
168,NAX,P,0.000,0.000
168,LRK,S,0.000,0.000
168,SBZ,P,0.000,0.000
168,SBZ,S,0.000,0.000
168,GLBA,P,0.000,0.000
168,GLBA,S,0.000,0.000
168,SAAT,P,0.000,0.000
168,ZRD,P,0.000,0.000
168,ZRD,S,0.000,0.000
168,GANJ,P,0.000,0.000
168,GNI,P,0.000,0.000
168,GNI,S,0.000,0.000
168,ZNJK,P,0.000,0.000
168,VANB,P,0.000,0.000
168,VANB,S,0.000,0.000
169,TVRZ,P,0.000,0.000
169,TVRZ,S,0.000,0.000
169,TAHR,P,0.000,0.000
169,HRS,P,0.000,0.000
169,HRS,S,0.000,0.000
169,TBZ,P,0.000,0.000
169,TABZ,P,0.000,0.000
169,TABZ,S,0.000,0.000
169,FTB,S,0.000,0.000
169,ORD,P,0.000,0.000
169,MRD,P,0.000,0.000
169,SHB,P,0.000,0.000
169,SHB,S,0.000,0.000
169,BST,S,0.000,0.000
169,AZR,P,0.000,0.000
169,GRMI,P,0.000,0.000
169,GRMI,S,0.000,0.000
169,SRB,S,0.000,0.000
169,NAX,S,0.000,0.000
169,SBZ,P,0.000,0.000
169,HSH,P,0.000,0.000
169,GLBA,S,0.000,0.000
169,ASTR,P,0.000,0.000
169,ASTR,S,0.000,0.000
169,LKRN,P,0.000,0.000
169,LKRN,S,0.000,0.000
169,MAKU,P,0.000,0.000
169,SAAT,P,0.000,0.000
169,ZRD,P,0.000,0.000
169,ZRD,S,0.000,0.000
169,ZNJK,P,0.000,0.000
169,VANB,P,0.000,0.000
169,VANB,S,0.000,0.000
170,TAHR,P,0.000,0.000
170,HRS,P,0.000,0.000
170,HRS,S,0.000,0.000
170,FTB,P,0.000,0.000
170,FTB,S,0.000,0.000
170,TABZ,P,0.000,0.000
170,TABZ,S,0.000,0.000
170,TBZ,P,0.000,0.000
170,BST,P,0.000,0.000
170,BST,S,0.000,0.000
170,SRB,P,0.000,0.000
170,MRD,P,0.000,0.000
170,MRD,S,0.000,0.000
170,GRMI,P,0.000,0.000
170,SHB,P,0.000,0.000
170,SHB,S,0.000,0.000
170,AZR,P,0.000,0.000
170,AZR,S,0.000,0.000
170,NAX,S,0.000,0.000
170,SBZ,S,0.000,0.000
170,GLBA,S,0.000,0.000
170,ASTR,S,0.000,0.000
170,LKRN,S,0.000,0.000
170,MAKU,P,0.000,0.000
170,SAAT,P,0.000,0.000
170,SAAT,S,0.000,0.000
170,ZNJK,P,0.000,0.000
170,ZNJK,S,0.000,0.000
171,HRS,P,0.000,0.000
171,HRS,S,0.000,0.000
171,TAHR,S,0.000,0.000
171,FTB,P,0.000,0.000
171,TABZ,P,0.000,0.000
171,TBZ,P,0.000,0.000
171,TBZ,S,0.000,0.000
171,SRB,P,0.000,0.000
171,SRB,S,0.000,0.000
171,MRD,P,0.000,0.000
171,MRD,S,0.000,0.000
171,GRMI,P,0.000,0.000
171,GRMI,S,0.000,0.000
171,SHB,P,0.000,0.000
171,SHB,S,0.000,0.000
171,AZR,P,0.000,0.000
171,HSH,P,0.000,0.000
171,NAX,P,0.000,0.000
171,NAX,S,0.000,0.000
171,SBZ,S,0.000,0.000
171,ASTR,P,0.000,0.000
171,SAAT,P,0.000,0.000
171,MAKU,P,0.000,0.000
171,MAKU,S,0.000,0.000
171,ZRD,P,0.000,0.000
171,ZRD,S,0.000,0.000
171,GANJ,P,0.000,0.000
171,GANJ,S,0.000,0.000
171,ZNJK,P,0.000,0.000
171,ZNJK,S,0.000,0.000
171,GNI,P,0.000,0.000
171,VANB,P,0.000,0.000
171,VANB,S,0.000,0.000
172,TAHR,P,0.000,0.000
172,HRS,P,0.000,0.000
172,HRS,S,0.000,0.000
172,FTB,S,0.000,0.000
172,TABZ,P,0.000,0.000
172,TBZ,P,0.000,0.000
172,BST,P,0.000,0.000
172,BST,S,0.000,0.000
172,MRD,P,0.000,0.000
172,MRD,S,0.000,0.000
172,SHB,P,0.000,0.000
172,SHB,S,0.000,0.000
172,SRB,P,0.000,0.000
172,GRMI,P,0.000,0.000
172,AZR,P,0.000,0.000
172,AZR,S,0.000,0.000
172,HSH,S,0.000,0.000
172,NAX,P,0.000,0.000
172,LRK,P,0.000,0.000
172,SBZ,S,0.000,0.000
172,GLBA,P,0.000,0.000
172,GLBA,S,0.000,0.000
172,ASTR,P,0.000,0.000
172,LKRN,S,0.000,0.000
172,MAKU,P,0.000,0.000
172,MAKU,S,0.000,0.000
172,SAAT,P,0.000,0.000
172,ZRD,P,0.000,0.000
172,ZRD,S,0.000,0.000
172,GANJ,S,0.000,0.000
172,ZNJK,S,0.000,0.000
172,GNI,P,0.000,0.000
172,VANB,P,0.000,0.000
173,TVRZ,S,0.000,0.000
173,HRS,P,0.000,0.000
173,TBZ,P,0.000,0.000
173,TBZ,S,0.000,0.000
173,TABZ,S,0.000,0.000
173,FTB,P,0.000,0.000
173,FTB,S,0.000,0.000
173,BST,P,0.000,0.000
173,BST,S,0.000,0.000
173,MRD,P,0.000,0.000
173,SHB,P,0.000,0.000
173,SHB,S,0.000,0.000
173,AZR,P,0.000,0.000
173,AZR,S,0.000,0.000
173,SRB,P,0.000,0.000
173,GRMI,P,0.000,0.000
173,NAX,P,0.000,0.000
173,NAX,S,0.000,0.000
173,HSH,P,0.000,0.000
173,HSH,S,0.000,0.000
173,SBZ,S,0.000,0.000
173,LRK,P,0.000,0.000
173,LRK,S,0.000,0.000
173,BRDA,P,0.000,0.000
173,SAAT,P,0.000,0.000
173,ZRD,P,0.000,0.000
173,GANJ,P,0.000,0.000
173,GNI,P,0.000,0.000
173,GNI,S,0.000,0.000
173,ZNJK,P,0.000,0.000
173,ZNJK,S,0.000,0.000
173,VANB,P,0.000,0.000
173,VANB,S,0.000,0.000
174,TVRZ,P,0.000,0.000
174,TVRZ,S,0.000,0.000
174,HRS,P,0.000,0.000
174,HRS,S,0.000,0.000
174,TAHR,P,0.000,0.000
174,TAHR,S,0.000,0.000
174,TBZ,P,0.000,0.000
174,FTB,P,0.000,0.000
174,FTB,S,0.000,0.000
174,ORD,S,0.000,0.000
174,BST,P,0.000,0.000
174,MRD,P,0.000,0.000
174,MRD,S,0.000,0.000
174,SHB,P,0.000,0.000
174,SHB,S,0.000,0.000
174,AZR,P,0.000,0.000
174,AZR,S,0.000,0.000
174,SRB,P,0.000,0.000
174,SRB,S,0.000,0.000
174,GRMI,P,0.000,0.000
174,HSH,P,0.000,0.000
174,SBZ,P,0.000,0.000
174,SBZ,S,0.000,0.000
174,LRK,P,0.000,0.000
174,GLBA,P,0.000,0.000
174,LKRN,P,0.000,0.000
174,BRDA,P,0.000,0.000
174,BRDA,S,0.000,0.000
174,GANJ,S,0.000,0.000
174,GNI,P,0.000,0.000
174,GNI,S,0.000,0.000
174,ZNJK,S,0.000,0.000
174,VANB,P,0.000,0.000
175,TAHR,S,0.000,0.000
175,TVRZ,S,0.000,0.000
175,HRS,P,0.000,0.000
175,HRS,S,0.000,0.000
175,FTB,P,0.000,0.000
175,FTB,S,0.000,0.000
175,TABZ,P,0.000,0.000
175,TBZ,P,0.000,0.000
175,TBZ,S,0.000,0.000
175,BST,P,0.000,0.000
175,BST,S,0.000,0.000
175,ORD,P,0.000,0.000
175,ORD,S,0.000,0.000
175,SRB,P,0.000,0.000
175,SRB,S,0.000,0.000
175,MRD,P,0.000,0.000
175,SHB,P,0.000,0.000
175,SHB,S,0.000,0.000
175,AZR,P,0.000,0.000
175,LRK,P,0.000,0.000
175,NAX,P,0.000,0.000
175,SBZ,P,0.000,0.000
175,GLBA,P,0.000,0.000
175,GLBA,S,0.000,0.000
175,LKRN,P,0.000,0.000
175,LKRN,S,0.000,0.000
175,BRDA,P,0.000,0.000
175,MAKU,P,0.000,0.000
175,MAKU,S,0.000,0.000
175,GANJ,P,0.000,0.000
175,GANJ,S,0.000,0.000
175,GNI,S,0.000,0.000
175,VANB,P,0.000,0.000
176,TVRZ,P,0.000,0.000
176,TVRZ,S,0.000,0.000
176,TAHR,S,0.000,0.000
176,HRS,P,0.000,0.000
176,HRS,S,0.000,0.000
176,TBZ,P,0.000,0.000
176,TBZ,S,0.000,0.000
176,TABZ,P,0.000,0.000
176,TABZ,S,0.000,0.000
176,ORD,P,0.000,0.000
176,BST,P,0.000,0.000
176,MRD,P,0.000,0.000
176,SHB,P,0.000,0.000
176,AZR,P,0.000,0.000
176,SRB,P,0.000,0.000
176,SRB,S,0.000,0.000
176,NAX,P,0.000,0.000
176,NAX,S,0.000,0.000
176,HSH,S,0.000,0.000
176,SBZ,P,0.000,0.000
176,SBZ,S,0.000,0.000
176,GLBA,P,0.000,0.000
176,GLBA,S,0.000,0.000
176,ASTR,P,0.000,0.000
176,LKRN,S,0.000,0.000
176,MAKU,P,0.000,0.000
176,MAKU,S,0.000,0.000
176,SAAT,P,0.000,0.000
176,ZRD,P,0.000,0.000
176,ZRD,S,0.000,0.000
176,GANJ,P,0.000,0.000
176,GANJ,S,0.000,0.000
176,ZNJK,P,0.000,0.000
177,TVRZ,P,0.000,0.000
177,HRS,P,0.000,0.000
177,HRS,S,0.000,0.000
177,TAHR,P,0.000,0.000
177,FTB,P,0.000,0.000
177,TABZ,P,0.000,0.000
177,TBZ,P,0.000,0.000
177,TBZ,S,0.000,0.000
177,BST,P,0.000,0.000
177,ORD,P,0.000,0.000
177,ORD,S,0.000,0.000
177,SHB,P,0.000,0.000
177,SHB,S,0.000,0.000
177,MRD,P,0.000,0.000
177,MRD,S,0.000,0.000
177,AZR,S,0.000,0.000
177,SRB,P,0.000,0.000
177,GRMI,P,0.000,0.000
177,HSH,S,0.000,0.000
177,LRK,P,0.000,0.000
177,LRK,S,0.000,0.000
177,SBZ,S,0.000,0.000
177,GLBA,P,0.000,0.000
177,ASTR,P,0.000,0.000
177,LKRN,P,0.000,0.000
177,LKRN,S,0.000,0.000
177,MAKU,P,0.000,0.000
177,BRDA,P,0.000,0.000
177,SAAT,S,0.000,0.000
177,ZRD,S,0.000,0.000
177,GANJ,P,0.000,0.000
177,GANJ,S,0.000,0.000
177,VANB,S,0.000,0.000
178,HRS,P,0.000,0.000
178,TAHR,P,0.000,0.000
178,TAHR,S,0.000,0.000
178,TABZ,P,0.000,0.000
178,TBZ,P,0.000,0.000
178,BST,S,0.000,0.000
178,ORD,S,0.000,0.000
178,SRB,P,0.000,0.000
178,SRB,S,0.000,0.000
178,SHB,P,0.000,0.000
178,SHB,S,0.000,0.000
178,AZR,P,0.000,0.000
178,AZR,S,0.000,0.000
178,MRD,P,0.000,0.000
178,GRMI,S,0.000,0.000
178,HSH,S,0.000,0.000
178,LRK,S,0.000,0.000
178,NAX,P,0.000,0.000
178,NAX,S,0.000,0.000
178,SBZ,P,0.000,0.000
178,GLBA,P,0.000,0.000
178,ASTR,P,0.000,0.000
178,ASTR,S,0.000,0.000
178,LKRN,P,0.000,0.000
178,MAKU,P,0.000,0.000
178,SAAT,P,0.000,0.000
178,SAAT,S,0.000,0.000
178,ZRD,P,0.000,0.000
178,ZRD,S,0.000,0.000
178,ZNJK,P,0.000,0.000
178,GANJ,P,0.000,0.000
178,GNI,P,0.000,0.000
178,VANB,S,0.000,0.000
179,TVRZ,S,0.000,0.000
179,HRS,P,0.000,0.000
179,HRS,S,0.000,0.000
179,TAHR,P,0.000,0.000
179,FTB,P,0.000,0.000
179,FTB,S,0.000,0.000
179,TABZ,P,0.000,0.000
179,TABZ,S,0.000,0.000
179,TBZ,P,0.000,0.000
179,BST,S,0.000,0.000
179,SHB,P,0.000,0.000
179,MRD,P,0.000,0.000
179,MRD,S,0.000,0.000
179,AZR,P,0.000,0.000
179,AZR,S,0.000,0.000
179,SRB,P,0.000,0.000
179,GRMI,P,0.000,0.000
179,HSH,P,0.000,0.000
179,HSH,S,0.000,0.000
179,NAX,P,0.000,0.000
179,NAX,S,0.000,0.000
179,LRK,S,0.000,0.000
179,GLBA,S,0.000,0.000
179,ASTR,P,0.000,0.000
179,BRDA,P,0.000,0.000
179,BRDA,S,0.000,0.000
179,SAAT,P,0.000,0.000
179,ZRD,P,0.000,0.000
179,ZNJK,P,0.000,0.000
179,ZNJK,S,0.000,0.000
179,GNI,P,0.000,0.000
179,VANB,P,0.000,0.000
179,VANB,S,0.000,0.000
180,TVRZ,P,0.000,0.000
180,TAHR,P,0.000,0.000
180,TAHR,S,0.000,0.000
180,HRS,P,0.000,0.000
180,HRS,S,0.000,0.000
180,TBZ,P,0.000,0.000
180,TBZ,S,0.000,0.000
180,TABZ,P,0.000,0.000
180,TABZ,S,0.000,0.000
180,FTB,P,0.000,0.000
180,ORD,P,0.000,0.000
180,BST,P,0.000,0.000
180,BST,S,0.000,0.000
180,MRD,P,0.000,0.000
180,SHB,P,0.000,0.000
180,AZR,P,0.000,0.000
180,AZR,S,0.000,0.000
180,SRB,P,0.000,0.000
180,GRMI,P,0.000,0.000
180,GRMI,S,0.000,0.000
180,NAX,S,0.000,0.000
180,HSH,P,0.000,0.000
180,SBZ,P,0.000,0.000
180,LRK,P,0.000,0.000
180,LRK,S,0.000,0.000
180,GLBA,P,0.000,0.000
180,GLBA,S,0.000,0.000
180,ASTR,S,0.000,0.000
180,LKRN,P,0.000,0.000
180,LKRN,S,0.000,0.000
180,BRDA,S,0.000,0.000
180,GNI,S,0.000,0.000
180,VANB,P,0.000,0.000
181,TVRZ,S,0.000,0.000
181,TAHR,P,0.000,0.000
181,TAHR,S,0.000,0.000
181,HRS,P,0.000,0.000
181,HRS,S,0.000,0.000
181,FTB,S,0.000,0.000
181,TABZ,S,0.000,0.000
181,TBZ,P,0.000,0.000
181,ORD,P,0.000,0.000
181,BST,P,0.000,0.000
181,MRD,P,0.000,0.000
181,MRD,S,0.000,0.000
181,GRMI,S,0.000,0.000
181,SRB,P,0.000,0.000
181,SHB,P,0.000,0.000
181,SHB,S,0.000,0.000
181,AZR,P,0.000,0.000
181,AZR,S,0.000,0.000
181,LRK,P,0.000,0.000
181,NAX,P,0.000,0.000
181,HSH,S,0.000,0.000
181,SBZ,P,0.000,0.000
181,GLBA,P,0.000,0.000
181,ASTR,P,0.000,0.000
181,ASTR,S,0.000,0.000
181,LKRN,P,0.000,0.000
181,MAKU,P,0.000,0.000
181,MAKU,S,0.000,0.000
181,ZRD,P,0.000,0.000
181,ZRD,S,0.000,0.000
181,GNI,P,0.000,0.000
181,ZNJK,P,0.000,0.000
181,ZNJK,S,0.000,0.000
182,HRS,P,0.000,0.000
182,HRS,S,0.000,0.000
182,TAHR,P,0.000,0.000
182,TAHR,S,0.000,0.000
182,FTB,P,0.000,0.000
182,FTB,S,0.000,0.000
182,TBZ,P,0.000,0.000
182,TBZ,S,0.000,0.000
182,BST,P,0.000,0.000
182,ORD,S,0.000,0.000
182,MRD,P,0.000,0.000
182,SHB,P,0.000,0.000
182,SHB,S,0.000,0.000
182,AZR,P,0.000,0.000
182,AZR,S,0.000,0.000
182,SRB,P,0.000,0.000
182,SRB,S,0.000,0.000
182,HSH,P,0.000,0.000
182,HSH,S,0.000,0.000
182,NAX,P,0.000,0.000
182,NAX,S,0.000,0.000
182,LRK,P,0.000,0.000
182,LRK,S,0.000,0.000
182,SBZ,P,0.000,0.000
182,GLBA,P,0.000,0.000
182,GLBA,S,0.000,0.000
182,ASTR,P,0.000,0.000
182,LKRN,P,0.000,0.000
182,MAKU,S,0.000,0.000
182,SAAT,P,0.000,0.000
182,GANJ,S,0.000,0.000
182,ZNJK,P,0.000,0.000
182,VANB,P,0.000,0.000
183,HRS,P,0.000,0.000
183,HRS,S,0.000,0.000
183,TAHR,S,0.000,0.000
183,TBZ,P,0.000,0.000
183,TBZ,S,0.000,0.000
183,BST,P,0.000,0.000
183,BST,S,0.000,0.000
183,ORD,S,0.000,0.000
183,MRD,P,0.000,0.000
183,SHB,P,0.000,0.000
183,AZR,P,0.000,0.000
183,SRB,P,0.000,0.000
183,GRMI,P,0.000,0.000
183,NAX,P,0.000,0.000
183,HSH,S,0.000,0.000
183,SBZ,P,0.000,0.000
183,SBZ,S,0.000,0.000
183,LRK,P,0.000,0.000
183,GLBA,S,0.000,0.000
183,ASTR,P,0.000,0.000
183,ASTR,S,0.000,0.000
183,LKRN,P,0.000,0.000
183,LKRN,S,0.000,0.000
183,MAKU,P,0.000,0.000
183,MAKU,S,0.000,0.000
183,SAAT,P,0.000,0.000
183,SAAT,S,0.000,0.000
183,ZRD,P,0.000,0.000
183,GANJ,P,0.000,0.000
183,GANJ,S,0.000,0.000
183,ZNJK,P,0.000,0.000
183,VANB,P,0.000,0.000
183,VANB,S,0.000,0.000
184,TVRZ,P,0.000,0.000
184,TVRZ,S,0.000,0.000
184,TAHR,P,0.000,0.000
184,HRS,P,0.000,0.000
184,HRS,S,0.000,0.000
184,TBZ,P,0.000,0.000
184,TABZ,P,0.000,0.000
184,TABZ,S,0.000,0.000
184,ORD,P,0.000,0.000
184,BST,P,0.000,0.000
184,BST,S,0.000,0.000
184,MRD,P,0.000,0.000
184,SHB,P,0.000,0.000
184,SHB,S,0.000,0.000
184,AZR,P,0.000,0.000
184,SRB,P,0.000,0.000
184,SRB,S,0.000,0.000
184,GRMI,P,0.000,0.000
184,NAX,S,0.000,0.000
184,HSH,S,0.000,0.000
184,LRK,P,0.000,0.000
184,LRK,S,0.000,0.000
184,ASTR,P,0.000,0.000
184,LKRN,S,0.000,0.000
184,MAKU,P,0.000,0.000
184,BRDA,S,0.000,0.000
184,SAAT,P,0.000,0.000
184,SAAT,S,0.000,0.000
184,GANJ,P,0.000,0.000
184,ZNJK,P,0.000,0.000
184,ZNJK,S,0.000,0.000
184,VANB,P,0.000,0.000
184,VANB,S,0.000,0.000
185,TAHR,S,0.000,0.000
